Performance_ID,Student_ID,Subject_Name,Year,Term,Score,Grade
PERF5527,STD073,English Studies,SS1,First Term,72,B2
PERF5528,STD073,English Studies,SS1,Second Term,86,B3
PERF5529,STD073,English Studies,SS1,Third Term,54,E8
PERF5530,STD073,English Studies,SS2,First Term,62,E8
PERF5531,STD073,English Studies,SS2,Second Term,87,C6
PERF5532,STD073,English Studies,SS2,Third Term,81,D7
PERF5533,STD073,English Studies,SS3,First Term,72,F9
PERF5534,STD073,English Studies,SS3,Second Term,75,A1
PERF5535,STD073,English Studies,SS3,Third Term,68,F9
PERF5536,STD073,Mathematics,SS1,First Term,86,A1
PERF5537,STD073,Mathematics,SS1,Second Term,80,B2
PERF5538,STD073,Mathematics,SS1,Third Term,95,C5
PERF5539,STD073,Mathematics,SS2,First Term,97,C4
PERF5540,STD073,Mathematics,SS2,Second Term,92,C4
PERF5541,STD073,Mathematics,SS2,Third Term,64,D7
PERF5542,STD073,Mathematics,SS3,First Term,90,D7
PERF5543,STD073,Mathematics,SS3,Second Term,49,D7
PERF5544,STD073,Mathematics,SS3,Third Term,68,C4
PERF5545,STD073,Civic Education,SS1,First Term,40,A1
PERF5546,STD073,Civic Education,SS1,Second Term,88,D7
PERF5547,STD073,Civic Education,SS1,Third Term,51,C6
PERF5548,STD073,Civic Education,SS2,First Term,53,B2
PERF5549,STD073,Civic Education,SS2,Second Term,44,C4
PERF5550,STD073,Civic Education,SS2,Third Term,93,B3
PERF5551,STD073,Civic Education,SS3,First Term,82,D7
PERF5552,STD073,Civic Education,SS3,Second Term,53,A1
PERF5553,STD073,Civic Education,SS3,Third Term,76,E8
PERF5554,STD073,Physics,SS1,First Term,99,A1
PERF5555,STD073,Physics,SS1,Second Term,64,C5
PERF5556,STD073,Physics,SS1,Third Term,54,A1
PERF5557,STD073,Physics,SS2,First Term,68,C5
PERF5558,STD073,Physics,SS2,Second Term,53,E8
PERF5559,STD073,Physics,SS2,Third Term,91,C6
PERF5560,STD073,Physics,SS3,First Term,71,C4
PERF5561,STD073,Physics,SS3,Second Term,55,B2
PERF5562,STD073,Physics,SS3,Third Term,84,B3
PERF5563,STD073,Economics,SS1,First Term,60,C5
PERF5564,STD073,Economics,SS1,Second Term,100,A1
PERF5565,STD073,Economics,SS1,Third Term,87,A1
PERF5566,STD073,Economics,SS2,First Term,70,D7
PERF5567,STD073,Economics,SS2,Second Term,94,C5
PERF5568,STD073,Economics,SS2,Third Term,75,D7
PERF5569,STD073,Economics,SS3,First Term,99,C4
PERF5570,STD073,Economics,SS3,Second Term,49,A1
PERF5571,STD073,Economics,SS3,Third Term,43,C6
PERF5572,STD073,Chemistry,SS1,First Term,69,F9
PERF5573,STD073,Chemistry,SS1,Second Term,85,F9
PERF5574,STD073,Chemistry,SS1,Third Term,50,A1
PERF5575,STD073,Chemistry,SS2,First Term,62,C5
PERF5576,STD073,Chemistry,SS2,Second Term,41,A1
PERF5577,STD073,Chemistry,SS2,Third Term,65,F9
PERF5578,STD073,Chemistry,SS3,First Term,99,C5
PERF5579,STD073,Chemistry,SS3,Second Term,70,B3
PERF5580,STD073,Chemistry,SS3,Third Term,47,E8
PERF5581,STD073,Agricultural Science,SS1,First Term,42,E8
PERF5582,STD073,Agricultural Science,SS1,Second Term,43,C5
PERF5583,STD073,Agricultural Science,SS1,Third Term,58,E8
PERF5584,STD073,Agricultural Science,SS2,First Term,47,F9
PERF5585,STD073,Agricultural Science,SS2,Second Term,70,C4
PERF5586,STD073,Agricultural Science,SS2,Third Term,55,C4
PERF5587,STD073,Agricultural Science,SS3,First Term,65,C5
PERF5588,STD073,Agricultural Science,SS3,Second Term,53,C5
PERF5589,STD073,Agricultural Science,SS3,Third Term,52,F9
PERF5590,STD073,Geography,SS1,First Term,85,E8
PERF5591,STD073,Geography,SS1,Second Term,90,C5
PERF5592,STD073,Geography,SS1,Third Term,42,E8
PERF5593,STD073,Geography,SS2,First Term,74,B3
PERF5594,STD073,Geography,SS2,Second Term,99,B3
PERF5595,STD073,Geography,SS2,Third Term,71,C6
PERF5596,STD073,Geography,SS3,First Term,53,F9
PERF5597,STD073,Geography,SS3,Second Term,54,C4
PERF5598,STD073,Geography,SS3,Third Term,63,C4
PERF5599,STD073,Garment Making,SS1,First Term,96,D7
PERF5600,STD073,Garment Making,SS1,Second Term,47,C6
PERF5601,STD073,Garment Making,SS1,Third Term,90,B2
PERF5602,STD073,Garment Making,SS2,First Term,71,C4
PERF5603,STD073,Garment Making,SS2,Second Term,60,E8
PERF5604,STD073,Garment Making,SS2,Third Term,98,E8
PERF5605,STD073,Garment Making,SS3,First Term,49,F9
PERF5606,STD073,Garment Making,SS3,Second Term,73,A1
PERF5607,STD073,Garment Making,SS3,Third Term,81,C6
PERF5608,STD074,English Studies,SS1,First Term,53,C5
PERF5609,STD074,English Studies,SS1,Second Term,55,F9
PERF5610,STD074,English Studies,SS1,Third Term,46,B3
PERF5611,STD074,English Studies,SS2,First Term,61,C6
PERF5612,STD074,English Studies,SS2,Second Term,77,C6
PERF5613,STD074,English Studies,SS2,Third Term,72,B3
PERF5614,STD074,English Studies,SS3,First Term,49,C5
PERF5615,STD074,English Studies,SS3,Second Term,62,E8
PERF5616,STD074,English Studies,SS3,Third Term,80,C5
PERF5617,STD074,Mathematics,SS1,First Term,84,D7
PERF5618,STD074,Mathematics,SS1,Second Term,67,C4
PERF5619,STD074,Mathematics,SS1,Third Term,68,A1
PERF5620,STD074,Mathematics,SS2,First Term,61,A1
PERF5621,STD074,Mathematics,SS2,Second Term,51,F9
PERF5622,STD074,Mathematics,SS2,Third Term,92,B3
PERF5623,STD074,Mathematics,SS3,First Term,57,C6
PERF5624,STD074,Mathematics,SS3,Second Term,97,E8
PERF5625,STD074,Mathematics,SS3,Third Term,52,E8
PERF5626,STD074,Civic Education,SS1,First Term,41,B3
PERF5627,STD074,Civic Education,SS1,Second Term,91,B3
PERF5628,STD074,Civic Education,SS1,Third Term,75,E8
PERF5629,STD074,Civic Education,SS2,First Term,50,C4
PERF5630,STD074,Civic Education,SS2,Second Term,68,E8
PERF5631,STD074,Civic Education,SS2,Third Term,85,B2
PERF5632,STD074,Civic Education,SS3,First Term,46,F9
PERF5633,STD074,Civic Education,SS3,Second Term,52,C4
PERF5634,STD074,Civic Education,SS3,Third Term,61,B2
PERF5635,STD074,Commerce,SS1,First Term,92,A1
PERF5636,STD074,Commerce,SS1,Second Term,96,F9
PERF5637,STD074,Commerce,SS1,Third Term,73,C6
PERF5638,STD074,Commerce,SS2,First Term,64,C4
PERF5639,STD074,Commerce,SS2,Second Term,78,F9
PERF5640,STD074,Commerce,SS2,Third Term,46,B3
PERF5641,STD074,Commerce,SS3,First Term,80,E8
PERF5642,STD074,Commerce,SS3,Second Term,95,D7
PERF5643,STD074,Commerce,SS3,Third Term,45,D7
PERF5644,STD074,Further Mathematics,SS1,First Term,72,C6
PERF5645,STD074,Further Mathematics,SS1,Second Term,97,B3
PERF5646,STD074,Further Mathematics,SS1,Third Term,66,D7
PERF5647,STD074,Further Mathematics,SS2,First Term,88,D7
PERF5648,STD074,Further Mathematics,SS2,Second Term,95,C4
PERF5649,STD074,Further Mathematics,SS2,Third Term,63,B2
PERF5650,STD074,Further Mathematics,SS3,First Term,68,C6
PERF5651,STD074,Further Mathematics,SS3,Second Term,91,C5
PERF5652,STD074,Further Mathematics,SS3,Third Term,86,C5
PERF5653,STD074,Economics,SS1,First Term,60,E8
PERF5654,STD074,Economics,SS1,Second Term,53,F9
PERF5655,STD074,Economics,SS1,Third Term,40,F9
PERF5656,STD074,Economics,SS2,First Term,75,C5
PERF5657,STD074,Economics,SS2,Second Term,92,C6
PERF5658,STD074,Economics,SS2,Third Term,50,F9
PERF5659,STD074,Economics,SS3,First Term,77,B3
PERF5660,STD074,Economics,SS3,Second Term,44,F9
PERF5661,STD074,Economics,SS3,Third Term,99,B2
PERF5662,STD074,Accounting,SS1,First Term,65,C4
PERF5663,STD074,Accounting,SS1,Second Term,45,C4
PERF5664,STD074,Accounting,SS1,Third Term,89,C6
PERF5665,STD074,Accounting,SS2,First Term,89,A1
PERF5666,STD074,Accounting,SS2,Second Term,64,F9
PERF5667,STD074,Accounting,SS2,Third Term,68,C4
PERF5668,STD074,Accounting,SS3,First Term,78,D7
PERF5669,STD074,Accounting,SS3,Second Term,67,B3
PERF5670,STD074,Accounting,SS3,Third Term,98,D7
PERF5671,STD074,Garment Making,SS1,First Term,63,F9
PERF5672,STD074,Garment Making,SS1,Second Term,60,E8
PERF5673,STD074,Garment Making,SS1,Third Term,90,A1
PERF5674,STD074,Garment Making,SS2,First Term,84,A1
PERF5675,STD074,Garment Making,SS2,Second Term,94,D7
PERF5676,STD074,Garment Making,SS2,Third Term,40,E8
PERF5677,STD074,Garment Making,SS3,First Term,98,C5
PERF5678,STD074,Garment Making,SS3,Second Term,58,D7
PERF5679,STD074,Garment Making,SS3,Third Term,45,E8
PERF5680,STD075,English Studies,SS1,First Term,100,A1
PERF5681,STD075,English Studies,SS1,Second Term,51,B2
PERF5682,STD075,English Studies,SS1,Third Term,61,C6
PERF5683,STD075,English Studies,SS2,First Term,71,D7
PERF5684,STD075,English Studies,SS2,Second Term,88,B2
PERF5685,STD075,English Studies,SS2,Third Term,89,A1
PERF5686,STD075,English Studies,SS3,First Term,95,C4
PERF5687,STD075,English Studies,SS3,Second Term,90,B3
PERF5688,STD075,English Studies,SS3,Third Term,76,F9
PERF5689,STD075,Mathematics,SS1,First Term,42,C5
PERF5690,STD075,Mathematics,SS1,Second Term,77,B2
PERF5691,STD075,Mathematics,SS1,Third Term,67,A1
PERF5692,STD075,Mathematics,SS2,First Term,69,C5
PERF5693,STD075,Mathematics,SS2,Second Term,93,B2
PERF5694,STD075,Mathematics,SS2,Third Term,41,F9
PERF5695,STD075,Mathematics,SS3,First Term,46,F9
PERF5696,STD075,Mathematics,SS3,Second Term,73,D7
PERF5697,STD075,Mathematics,SS3,Third Term,85,A1
PERF5698,STD075,Civic Education,SS1,First Term,61,C4
PERF5699,STD075,Civic Education,SS1,Second Term,74,C4
PERF5700,STD075,Civic Education,SS1,Third Term,97,B2
PERF5701,STD075,Civic Education,SS2,First Term,70,C6
PERF5702,STD075,Civic Education,SS2,Second Term,74,C4
PERF5703,STD075,Civic Education,SS2,Third Term,92,F9
PERF5704,STD075,Civic Education,SS3,First Term,71,D7
PERF5705,STD075,Civic Education,SS3,Second Term,45,F9
PERF5706,STD075,Civic Education,SS3,Third Term,91,B2
PERF5707,STD075,Agricultural Science,SS1,First Term,57,B3
PERF5708,STD075,Agricultural Science,SS1,Second Term,52,F9
PERF5709,STD075,Agricultural Science,SS1,Third Term,72,B2
PERF5710,STD075,Agricultural Science,SS2,First Term,74,C5
PERF5711,STD075,Agricultural Science,SS2,Second Term,99,E8
PERF5712,STD075,Agricultural Science,SS2,Third Term,58,B3
PERF5713,STD075,Agricultural Science,SS3,First Term,86,A1
PERF5714,STD075,Agricultural Science,SS3,Second Term,54,B2
PERF5715,STD075,Agricultural Science,SS3,Third Term,41,B2
PERF5716,STD075,Further Mathematics,SS1,First Term,52,C5
PERF5717,STD075,Further Mathematics,SS1,Second Term,99,A1
PERF5718,STD075,Further Mathematics,SS1,Third Term,48,B3
PERF5719,STD075,Further Mathematics,SS2,First Term,46,C4
PERF5720,STD075,Further Mathematics,SS2,Second Term,99,A1
PERF5721,STD075,Further Mathematics,SS2,Third Term,46,B3
PERF5722,STD075,Further Mathematics,SS3,First Term,86,F9
PERF5723,STD075,Further Mathematics,SS3,Second Term,64,F9
PERF5724,STD075,Further Mathematics,SS3,Third Term,75,C4
PERF5725,STD075,Economics,SS1,First Term,51,B3
PERF5726,STD075,Economics,SS1,Second Term,44,A1
PERF5727,STD075,Economics,SS1,Third Term,85,C6
PERF5728,STD075,Economics,SS2,First Term,60,D7
PERF5729,STD075,Economics,SS2,Second Term,68,C5
PERF5730,STD075,Economics,SS2,Third Term,95,B3
PERF5731,STD075,Economics,SS3,First Term,63,B2
PERF5732,STD075,Economics,SS3,Second Term,96,A1
PERF5733,STD075,Economics,SS3,Third Term,48,B3
PERF5734,STD075,Physics,SS1,First Term,61,F9
PERF5735,STD075,Physics,SS1,Second Term,96,B3
PERF5736,STD075,Physics,SS1,Third Term,84,C5
PERF5737,STD075,Physics,SS2,First Term,78,A1
PERF5738,STD075,Physics,SS2,Second Term,88,C6
PERF5739,STD075,Physics,SS2,Third Term,89,E8
PERF5740,STD075,Physics,SS3,First Term,45,A1
PERF5741,STD075,Physics,SS3,Second Term,49,C6
PERF5742,STD075,Physics,SS3,Third Term,83,C6
PERF5743,STD075,Food & Nutrition,SS1,First Term,86,A1
PERF5744,STD075,Food & Nutrition,SS1,Second Term,57,F9
PERF5745,STD075,Food & Nutrition,SS1,Third Term,81,B3
PERF5746,STD075,Food & Nutrition,SS2,First Term,99,B3
PERF5747,STD075,Food & Nutrition,SS2,Second Term,97,B2
PERF5748,STD075,Food & Nutrition,SS2,Third Term,65,C5
PERF5749,STD075,Food & Nutrition,SS3,First Term,43,C4
PERF5750,STD075,Food & Nutrition,SS3,Second Term,41,B3
PERF5751,STD075,Food & Nutrition,SS3,Third Term,61,D7
PERF5752,STD075,Data Processing,SS1,First Term,93,E8
PERF5753,STD075,Data Processing,SS1,Second Term,42,B3
PERF5754,STD075,Data Processing,SS1,Third Term,79,C4
PERF5755,STD075,Data Processing,SS2,First Term,75,F9
PERF5756,STD075,Data Processing,SS2,Second Term,95,F9
PERF5757,STD075,Data Processing,SS2,Third Term,43,C5
PERF5758,STD075,Data Processing,SS3,First Term,81,C6
PERF5759,STD075,Data Processing,SS3,Second Term,58,F9
PERF5760,STD075,Data Processing,SS3,Third Term,51,D7
PERF5761,STD076,English Studies,SS1,First Term,58,C6
PERF5762,STD076,English Studies,SS1,Second Term,100,E8
PERF5763,STD076,English Studies,SS1,Third Term,56,D7
PERF5764,STD076,English Studies,SS2,First Term,62,C5
PERF5765,STD076,English Studies,SS2,Second Term,40,B3
PERF5766,STD076,English Studies,SS2,Third Term,59,B3
PERF5767,STD076,English Studies,SS3,First Term,69,B3
PERF5768,STD076,English Studies,SS3,Second Term,98,B2
PERF5769,STD076,English Studies,SS3,Third Term,71,B3
PERF5770,STD076,Mathematics,SS1,First Term,54,B3
PERF5771,STD076,Mathematics,SS1,Second Term,40,B2
PERF5772,STD076,Mathematics,SS1,Third Term,98,C4
PERF5773,STD076,Mathematics,SS2,First Term,62,E8
PERF5774,STD076,Mathematics,SS2,Second Term,94,C5
PERF5775,STD076,Mathematics,SS2,Third Term,93,C6
PERF5776,STD076,Mathematics,SS3,First Term,79,B2
PERF5777,STD076,Mathematics,SS3,Second Term,48,B2
PERF5778,STD076,Mathematics,SS3,Third Term,67,C6
PERF5779,STD076,Civic Education,SS1,First Term,51,B2
PERF5780,STD076,Civic Education,SS1,Second Term,41,E8
PERF5781,STD076,Civic Education,SS1,Third Term,94,E8
PERF5782,STD076,Civic Education,SS2,First Term,100,B3
PERF5783,STD076,Civic Education,SS2,Second Term,97,D7
PERF5784,STD076,Civic Education,SS2,Third Term,53,B2
PERF5785,STD076,Civic Education,SS3,First Term,53,B3
PERF5786,STD076,Civic Education,SS3,Second Term,81,A1
PERF5787,STD076,Civic Education,SS3,Third Term,47,F9
PERF5788,STD076,Chemistry,SS1,First Term,74,E8
PERF5789,STD076,Chemistry,SS1,Second Term,74,D7
PERF5790,STD076,Chemistry,SS1,Third Term,58,A1
PERF5791,STD076,Chemistry,SS2,First Term,69,B3
PERF5792,STD076,Chemistry,SS2,Second Term,64,C5
PERF5793,STD076,Chemistry,SS2,Third Term,94,B3
PERF5794,STD076,Chemistry,SS3,First Term,59,C5
PERF5795,STD076,Chemistry,SS3,Second Term,78,A1
PERF5796,STD076,Chemistry,SS3,Third Term,88,C5
PERF5797,STD076,Further Mathematics,SS1,First Term,68,A1
PERF5798,STD076,Further Mathematics,SS1,Second Term,71,B3
PERF5799,STD076,Further Mathematics,SS1,Third Term,99,D7
PERF5800,STD076,Further Mathematics,SS2,First Term,69,C6
PERF5801,STD076,Further Mathematics,SS2,Second Term,52,C4
PERF5802,STD076,Further Mathematics,SS2,Third Term,46,E8
PERF5803,STD076,Further Mathematics,SS3,First Term,79,C5
PERF5804,STD076,Further Mathematics,SS3,Second Term,87,B2
PERF5805,STD076,Further Mathematics,SS3,Third Term,42,C6
PERF5806,STD076,Biology,SS1,First Term,44,C4
PERF5807,STD076,Biology,SS1,Second Term,75,E8
PERF5808,STD076,Biology,SS1,Third Term,88,C5
PERF5809,STD076,Biology,SS2,First Term,54,C6
PERF5810,STD076,Biology,SS2,Second Term,45,F9
PERF5811,STD076,Biology,SS2,Third Term,92,F9
PERF5812,STD076,Biology,SS3,First Term,85,D7
PERF5813,STD076,Biology,SS3,Second Term,90,C4
PERF5814,STD076,Biology,SS3,Third Term,81,C5
PERF5815,STD076,Physics,SS1,First Term,80,F9
PERF5816,STD076,Physics,SS1,Second Term,62,C6
PERF5817,STD076,Physics,SS1,Third Term,87,C6
PERF5818,STD076,Physics,SS2,First Term,50,F9
PERF5819,STD076,Physics,SS2,Second Term,46,C6
PERF5820,STD076,Physics,SS2,Third Term,72,C5
PERF5821,STD076,Physics,SS3,First Term,40,E8
PERF5822,STD076,Physics,SS3,Second Term,70,B3
PERF5823,STD076,Physics,SS3,Third Term,90,D7
PERF5824,STD076,Bookkeeping,SS1,First Term,71,E8
PERF5825,STD076,Bookkeeping,SS1,Second Term,41,A1
PERF5826,STD076,Bookkeeping,SS1,Third Term,84,B3
PERF5827,STD076,Bookkeeping,SS2,First Term,66,A1
PERF5828,STD076,Bookkeeping,SS2,Second Term,67,B2
PERF5829,STD076,Bookkeeping,SS2,Third Term,62,C4
PERF5830,STD076,Bookkeeping,SS3,First Term,66,C5
PERF5831,STD076,Bookkeeping,SS3,Second Term,77,F9
PERF5832,STD076,Bookkeeping,SS3,Third Term,77,F9
PERF5833,STD077,English Studies,SS1,First Term,48,C4
PERF5834,STD077,English Studies,SS1,Second Term,86,E8
PERF5835,STD077,English Studies,SS1,Third Term,85,B2
PERF5836,STD077,English Studies,SS2,First Term,76,A1
PERF5837,STD077,English Studies,SS2,Second Term,69,B3
PERF5838,STD077,English Studies,SS2,Third Term,47,B2
PERF5839,STD077,English Studies,SS3,First Term,50,B2
PERF5840,STD077,English Studies,SS3,Second Term,51,B3
PERF5841,STD077,English Studies,SS3,Third Term,69,B3
PERF5842,STD077,Mathematics,SS1,First Term,63,B2
PERF5843,STD077,Mathematics,SS1,Second Term,94,C5
PERF5844,STD077,Mathematics,SS1,Third Term,97,B2
PERF5845,STD077,Mathematics,SS2,First Term,40,A1
PERF5846,STD077,Mathematics,SS2,Second Term,100,B3
PERF5847,STD077,Mathematics,SS2,Third Term,71,B2
PERF5848,STD077,Mathematics,SS3,First Term,52,C5
PERF5849,STD077,Mathematics,SS3,Second Term,67,B2
PERF5850,STD077,Mathematics,SS3,Third Term,65,B3
PERF5851,STD077,Civic Education,SS1,First Term,60,A1
PERF5852,STD077,Civic Education,SS1,Second Term,88,F9
PERF5853,STD077,Civic Education,SS1,Third Term,98,B2
PERF5854,STD077,Civic Education,SS2,First Term,96,C4
PERF5855,STD077,Civic Education,SS2,Second Term,86,C6
PERF5856,STD077,Civic Education,SS2,Third Term,43,A1
PERF5857,STD077,Civic Education,SS3,First Term,96,C6
PERF5858,STD077,Civic Education,SS3,Second Term,56,C4
PERF5859,STD077,Civic Education,SS3,Third Term,62,B3
PERF5860,STD077,Government,SS1,First Term,55,C4
PERF5861,STD077,Government,SS1,Second Term,99,C5
PERF5862,STD077,Government,SS1,Third Term,88,C4
PERF5863,STD077,Government,SS2,First Term,53,A1
PERF5864,STD077,Government,SS2,Second Term,55,C6
PERF5865,STD077,Government,SS2,Third Term,66,C5
PERF5866,STD077,Government,SS3,First Term,85,E8
PERF5867,STD077,Government,SS3,Second Term,77,D7
PERF5868,STD077,Government,SS3,Third Term,77,D7
PERF5869,STD077,French,SS1,First Term,99,A1
PERF5870,STD077,French,SS1,Second Term,61,B2
PERF5871,STD077,French,SS1,Third Term,58,D7
PERF5872,STD077,French,SS2,First Term,52,C4
PERF5873,STD077,French,SS2,Second Term,67,B2
PERF5874,STD077,French,SS2,Third Term,77,D7
PERF5875,STD077,French,SS3,First Term,71,B2
PERF5876,STD077,French,SS3,Second Term,85,A1
PERF5877,STD077,French,SS3,Third Term,86,C5
PERF5878,STD077,History,SS1,First Term,82,C4
PERF5879,STD077,History,SS1,Second Term,41,A1
PERF5880,STD077,History,SS1,Third Term,43,C5
PERF5881,STD077,History,SS2,First Term,44,C4
PERF5882,STD077,History,SS2,Second Term,56,B2
PERF5883,STD077,History,SS2,Third Term,48,F9
PERF5884,STD077,History,SS3,First Term,80,F9
PERF5885,STD077,History,SS3,Second Term,49,B3
PERF5886,STD077,History,SS3,Third Term,84,A1
PERF5887,STD077,Economics,SS1,First Term,81,C4
PERF5888,STD077,Economics,SS1,Second Term,82,C5
PERF5889,STD077,Economics,SS1,Third Term,65,B2
PERF5890,STD077,Economics,SS2,First Term,98,E8
PERF5891,STD077,Economics,SS2,Second Term,43,B3
PERF5892,STD077,Economics,SS2,Third Term,77,D7
PERF5893,STD077,Economics,SS3,First Term,63,A1
PERF5894,STD077,Economics,SS3,Second Term,100,C4
PERF5895,STD077,Economics,SS3,Third Term,90,C5
PERF5896,STD077,Marketing,SS1,First Term,98,B3
PERF5897,STD077,Marketing,SS1,Second Term,43,A1
PERF5898,STD077,Marketing,SS1,Third Term,56,A1
PERF5899,STD077,Marketing,SS2,First Term,85,A1
PERF5900,STD077,Marketing,SS2,Second Term,80,F9
PERF5901,STD077,Marketing,SS2,Third Term,44,D7
PERF5902,STD077,Marketing,SS3,First Term,97,D7
PERF5903,STD077,Marketing,SS3,Second Term,81,B3
PERF5904,STD077,Marketing,SS3,Third Term,71,D7
PERF5905,STD078,English Studies,SS1,First Term,87,D7
PERF5906,STD078,English Studies,SS1,Second Term,48,F9
PERF5907,STD078,English Studies,SS1,Third Term,46,C5
PERF5908,STD078,English Studies,SS2,First Term,53,C5
PERF5909,STD078,English Studies,SS2,Second Term,70,C4
PERF5910,STD078,English Studies,SS2,Third Term,89,B2
PERF5911,STD078,English Studies,SS3,First Term,85,B3
PERF5912,STD078,English Studies,SS3,Second Term,50,F9
PERF5913,STD078,English Studies,SS3,Third Term,41,D7
PERF5914,STD078,Mathematics,SS1,First Term,83,C6
PERF5915,STD078,Mathematics,SS1,Second Term,52,C6
PERF5916,STD078,Mathematics,SS1,Third Term,54,C5
PERF5917,STD078,Mathematics,SS2,First Term,58,E8
PERF5918,STD078,Mathematics,SS2,Second Term,79,F9
PERF5919,STD078,Mathematics,SS2,Third Term,93,F9
PERF5920,STD078,Mathematics,SS3,First Term,51,B2
PERF5921,STD078,Mathematics,SS3,Second Term,76,A1
PERF5922,STD078,Mathematics,SS3,Third Term,76,C5
PERF5923,STD078,Civic Education,SS1,First Term,47,C6
PERF5924,STD078,Civic Education,SS1,Second Term,63,E8
PERF5925,STD078,Civic Education,SS1,Third Term,40,B2
PERF5926,STD078,Civic Education,SS2,First Term,66,D7
PERF5927,STD078,Civic Education,SS2,Second Term,93,C6
PERF5928,STD078,Civic Education,SS2,Third Term,83,E8
PERF5929,STD078,Civic Education,SS3,First Term,42,B2
PERF5930,STD078,Civic Education,SS3,Second Term,76,D7
PERF5931,STD078,Civic Education,SS3,Third Term,96,C4
PERF5932,STD078,Government,SS1,First Term,96,E8
PERF5933,STD078,Government,SS1,Second Term,80,C4
PERF5934,STD078,Government,SS1,Third Term,64,F9
PERF5935,STD078,Government,SS2,First Term,78,A1
PERF5936,STD078,Government,SS2,Second Term,82,F9
PERF5937,STD078,Government,SS2,Third Term,56,E8
PERF5938,STD078,Government,SS3,First Term,74,C4
PERF5939,STD078,Government,SS3,Second Term,99,D7
PERF5940,STD078,Government,SS3,Third Term,84,C5
PERF5941,STD078,Accounting,SS1,First Term,75,F9
PERF5942,STD078,Accounting,SS1,Second Term,47,D7
PERF5943,STD078,Accounting,SS1,Third Term,45,E8
PERF5944,STD078,Accounting,SS2,First Term,67,B3
PERF5945,STD078,Accounting,SS2,Second Term,48,E8
PERF5946,STD078,Accounting,SS2,Third Term,51,D7
PERF5947,STD078,Accounting,SS3,First Term,86,D7
PERF5948,STD078,Accounting,SS3,Second Term,57,C4
PERF5949,STD078,Accounting,SS3,Third Term,89,F9
PERF5950,STD078,Agricultural Science,SS1,First Term,53,C5
PERF5951,STD078,Agricultural Science,SS1,Second Term,98,C4
PERF5952,STD078,Agricultural Science,SS1,Third Term,87,B2
PERF5953,STD078,Agricultural Science,SS2,First Term,74,A1
PERF5954,STD078,Agricultural Science,SS2,Second Term,57,E8
PERF5955,STD078,Agricultural Science,SS2,Third Term,59,F9
PERF5956,STD078,Agricultural Science,SS3,First Term,61,C6
PERF5957,STD078,Agricultural Science,SS3,Second Term,100,B2
PERF5958,STD078,Agricultural Science,SS3,Third Term,88,B2
PERF5959,STD078,Economics,SS1,First Term,78,B3
PERF5960,STD078,Economics,SS1,Second Term,74,A1
PERF5961,STD078,Economics,SS1,Third Term,61,E8
PERF5962,STD078,Economics,SS2,First Term,55,C6
PERF5963,STD078,Economics,SS2,Second Term,42,B2
PERF5964,STD078,Economics,SS2,Third Term,65,B2
PERF5965,STD078,Economics,SS3,First Term,75,A1
PERF5966,STD078,Economics,SS3,Second Term,53,C6
PERF5967,STD078,Economics,SS3,Third Term,89,A1
PERF5968,STD078,Geography,SS1,First Term,75,D7
PERF5969,STD078,Geography,SS1,Second Term,73,C6
PERF5970,STD078,Geography,SS1,Third Term,88,C4
PERF5971,STD078,Geography,SS2,First Term,90,C4
PERF5972,STD078,Geography,SS2,Second Term,40,C6
PERF5973,STD078,Geography,SS2,Third Term,55,A1
PERF5974,STD078,Geography,SS3,First Term,46,C6
PERF5975,STD078,Geography,SS3,Second Term,57,D7
PERF5976,STD078,Geography,SS3,Third Term,84,B2
PERF5977,STD078,Bookkeeping,SS1,First Term,76,C6
PERF5978,STD078,Bookkeeping,SS1,Second Term,88,D7
PERF5979,STD078,Bookkeeping,SS1,Third Term,94,E8
PERF5980,STD078,Bookkeeping,SS2,First Term,94,C5
PERF5981,STD078,Bookkeeping,SS2,Second Term,87,C5
PERF5982,STD078,Bookkeeping,SS2,Third Term,85,C6
PERF5983,STD078,Bookkeeping,SS3,First Term,68,A1
PERF5984,STD078,Bookkeeping,SS3,Second Term,62,E8
PERF5985,STD078,Bookkeeping,SS3,Third Term,40,C5
PERF5986,STD079,English Studies,SS1,First Term,44,B2
PERF5987,STD079,English Studies,SS1,Second Term,59,D7
PERF5988,STD079,English Studies,SS1,Third Term,62,F9
PERF5989,STD079,English Studies,SS2,First Term,51,A1
PERF5990,STD079,English Studies,SS2,Second Term,93,C4
PERF5991,STD079,English Studies,SS2,Third Term,52,B3
PERF5992,STD079,English Studies,SS3,First Term,83,F9
PERF5993,STD079,English Studies,SS3,Second Term,90,E8
PERF5994,STD079,English Studies,SS3,Third Term,100,C6
PERF5995,STD079,Mathematics,SS1,First Term,99,C5
PERF5996,STD079,Mathematics,SS1,Second Term,90,C6
PERF5997,STD079,Mathematics,SS1,Third Term,67,B2
PERF5998,STD079,Mathematics,SS2,First Term,51,B3
PERF5999,STD079,Mathematics,SS2,Second Term,100,E8
PERF6000,STD079,Mathematics,SS2,Third Term,44,C5
PERF6001,STD079,Mathematics,SS3,First Term,85,B2
PERF6002,STD079,Mathematics,SS3,Second Term,91,F9
PERF6003,STD079,Mathematics,SS3,Third Term,42,C5
PERF6004,STD079,Civic Education,SS1,First Term,43,C4
PERF6005,STD079,Civic Education,SS1,Second Term,53,C4
